,当前学区房价格,教育花费(千元/年),时间成本(分钟),占有教育资源,学校,学区,教育花费效率,时间成本效率,学区内教育资源占有差别,西城区教育资源占有差别,小区,户数
351,126827.99152439066,123.98470468509309,7.616666666666666,38.66666666666666,阜成门外第一小学,展览路学区,0.12811000426680028,-1.4159292035398245,6.608232779791059,4.369852410155318,南礼士路甲1号院,160
352,138565.88924062505,135.44464898340703,6.95,38.66666666666666,阜成门外第一小学,展览路学区,0.11595064512684385,-1.5533980582524287,6.608232779791059,4.369852410155318,水电部宿舍,240
353,117597.41275176566,116.43270601780382,16.683333333333334,20.0,登莱小学,广安门内-牛街学区,-0.04587347562053929,-1.7670682730923695,-14.089398628133175,-14.29681425651134,枣林前街147号小区,192
354,184634.3570783907,181.88221550277441,27.333333333333332,10.0,炭儿胡同小学,大栅栏-椿树-天桥学区,-0.08773053019638385,-1.4434250764525995,-15.27700044612078,-24.29681425651134,大安澜营胡同小区,17
355,138457.34149373442,136.7986716471628,17.983333333333334,18.666666666666668,北京市第八中学附属小学,陶然亭-白纸坊学区,-0.04914204142980239,-1.7132216014897579,-8.59591036491916,-15.630147589844672,中国歌剧舞剧院家属区,150
356,146148.1503752813,142.8473621743946,8.8,18.0,北京市西城外国语学校附属小学,展览路学区,-0.052024910815248494,-3.5946462715105163,-14.058433886875598,-16.29681425651134,百万庄大街13号院,279
357,176203.81540321882,172.1913090544706,4.583333333333333,18.666666666666668,北京市第八中学附属小学,陶然亭-白纸坊学区,-0.038098216457556795,-6.814814814814815,-8.59591036491916,-15.630147589844672,高家寨胡同小区,361
358,183745.8736686563,179.55477138018253,5.1,18.666666666666668,北京第二实验小学德胜校区,德胜学区,-0.03639647047516042,-6.112956810631229,-18.611295930833567,-15.630147589844672,大井胡同小区,264
359,134814.96154251567,133.2425432531889,28.933333333333334,38.0,进步小学,展览路学区,0.1124806364459487,-0.39283651068746395,5.941566113124402,3.7031857434886604,铁路危改小区,988
360,251300.09491256258,246.96930866503314,21.416666666666668,10.0,炭儿胡同小学,大栅栏-椿树-天桥学区,-0.06314607578075832,-1.84375,-15.27700044612078,-24.29681425651134,前门大栅栏,76
361,221610.2759945157,217.98254465896557,15.75,46.0,育民小学,月坛学区,0.10494611555859303,-0.21276595744680868,4.408443654490483,11.70318574348866,国家广电总局新302住宅小区,707
362,197664.10699218756,193.1434209386126,6.883333333333334,18.666666666666668,力学小学,长安街学区,-0.033624785656396275,-4.509803921568627,-10.073047432455308,-15.630147589844672,罗贤胡同小区,139
363,176561.62093926567,174.00064175542389,16.016666666666666,52.666666666666664,中古友谊小学,月坛学区,0.17577227747606003,0.2092050209205018,11.075110321157148,18.369852410155325,三里河东路小区,710
364,153284.15966160942,152.73439076082252,46.483333333333334,28.666666666666664,顺城街第一小学,长安街学区,0.028979045968614007,-0.4454022988505748,-0.07304743245531142,-5.630147589844675,新壁街6号院,192
